iteration,log_likelihood,network_size,parameters,description
4002,-210.2053355282925,730,5000_2500_1_0.2_0.1_100,
4003,-210.2053355282925,730,5000_2500_1_0.2_0.1_100,
4004,-210.2053355282925,730,5000_2500_1_0.2_0.1_100,
4005,-210.2053355282925,730,5000_2500_1_0.2_0.1_100,
4006,-210.2053355282925,730,5000_2500_1_0.2_0.1_100,
4007,-210.2053355282925,730,5000_2500_1_0.2_0.1_100,
4008,-210.2053355282925,730,5000_2500_1_0.2_0.1_100,
4009,-210.20533552829252,730,5000_2500_1_0.2_0.1_100,
4010,-210.20533552829252,730,5000_2500_1_0.2_0.1_100,
4011,-210.20533552829252,730,5000_2500_1_0.2_0.1_100,
4012,-210.20533552829252,730,5000_2500_1_0.2_0.1_100,
4013,-210.2053355282925,730,5000_2500_1_0.2_0.1_100,
4014,-210.2053355282925,730,5000_2500_1_0.2_0.1_100,
4015,-210.2053355282925,730,5000_2500_1_0.2_0.1_100,
4016,-210.2053355282925,730,5000_2500_1_0.2_0.1_100,
4017,-210.4497193770183,731,5000_2500_1_0.2_0.1_100,
4018,-210.4497193770183,731,5000_2500_1_0.2_0.1_100,
4019,-210.4497193770183,731,5000_2500_1_0.2_0.1_100,
4020,-210.4497193770183,731,5000_2500_1_0.2_0.1_100,
4021,-210.4497193770183,731,5000_2500_1_0.2_0.1_100,
4022,-210.5895440564036,732,5000_2500_1_0.2_0.1_100,
4023,-210.5895440564036,732,5000_2500_1_0.2_0.1_100,
4024,-210.83424836659668,733,5000_2500_1_0.2_0.1_100,
4025,-211.2070046036322,734,5000_2500_1_0.2_0.1_100,
4026,-211.3889749044633,735,5000_2500_1_0.2_0.1_100,
4027,-211.47404906908332,736,5000_2500_1_0.2_0.1_100,
4028,-211.47404906908332,736,5000_2500_1_0.2_0.1_100,
4029,-211.4740490690833,736,5000_2500_1_0.2_0.1_100,
4030,-211.4740490690833,736,5000_2500_1_0.2_0.1_100,
4031,-211.4740490690833,736,5000_2500_1_0.2_0.1_100,
4032,-211.4740490690833,736,5000_2500_1_0.2_0.1_100,
4033,-211.4740490690833,736,5000_2500_1_0.2_0.1_100,
4034,-211.6949992932712,737,5000_2500_1_0.2_0.1_100,
4035,-211.6949992932712,737,5000_2500_1_0.2_0.1_100,
4036,-211.6949992932712,737,5000_2500_1_0.2_0.1_100,
4037,-211.6949992932712,737,5000_2500_1_0.2_0.1_100,
4038,-211.6949992932712,737,5000_2500_1_0.2_0.1_100,
4039,-211.6949992932712,737,5000_2500_1_0.2_0.1_100,
4040,-211.6949992932712,737,5000_2500_1_0.2_0.1_100,
4041,-211.93938314199704,738,5000_2500_1_0.2_0.1_100,
4042,-211.93938314199704,738,5000_2500_1_0.2_0.1_100,
4043,-211.93938314199704,738,5000_2500_1_0.2_0.1_100,
4044,-211.93938314199704,738,5000_2500_1_0.2_0.1_100,
4045,-212.15253909445912,739,5000_2500_1_0.2_0.1_100,
4046,-212.15253909445912,739,5000_2500_1_0.2_0.1_100,
4047,-212.15253909445912,739,5000_2500_1_0.2_0.1_100,
4048,-212.15253909445912,739,5000_2500_1_0.2_0.1_100,
4049,-212.15253909445912,739,5000_2500_1_0.2_0.1_100,
4050,-212.15253909445912,739,5000_2500_1_0.2_0.1_100,
4051,-212.15253909445912,739,5000_2500_1_0.2_0.1_100,
4052,-212.15253909445912,739,5000_2500_1_0.2_0.1_100,
4053,-212.15253909445912,739,5000_2500_1_0.2_0.1_100,
4054,-212.15253909445912,739,5000_2500_1_0.2_0.1_100,
4055,-212.15253909445912,739,5000_2500_1_0.2_0.1_100,
4056,-212.52529533149465,740,5000_2500_1_0.2_0.1_100,
4057,-212.52529533149465,740,5000_2500_1_0.2_0.1_100,
4058,-212.52529533149465,740,5000_2500_1_0.2_0.1_100,
4059,-212.9600432445488,741,5000_2500_1_0.2_0.1_100,
4060,-212.9600432445488,741,5000_2500_1_0.2_0.1_100,
4061,-212.9600432445488,741,5000_2500_1_0.2_0.1_100,
4062,-212.9600432445488,741,5000_2500_1_0.2_0.1_100,
4063,-212.9600432445488,741,5000_2500_1_0.2_0.1_100,
4064,-212.9600432445488,741,5000_2500_1_0.2_0.1_100,
4065,-212.9600432445488,741,5000_2500_1_0.2_0.1_100,
4066,-212.9600432445488,741,5000_2500_1_0.2_0.1_100,
4067,-212.9600432445488,741,5000_2500_1_0.2_0.1_100,
4068,-213.10652785878588,742,5000_2500_1_0.2_0.1_100,
4069,-213.10652785878588,742,5000_2500_1_0.2_0.1_100,
4070,-213.10652785878588,742,5000_2500_1_0.2_0.1_100,
4071,-213.10652785878588,742,5000_2500_1_0.2_0.1_100,
4072,-213.10652785878588,742,5000_2500_1_0.2_0.1_100,
4073,-213.10652785878588,742,5000_2500_1_0.2_0.1_100,
4074,-213.10652785878585,742,5000_2500_1_0.2_0.1_100,
4075,-213.10652785878585,742,5000_2500_1_0.2_0.1_100,
4076,-213.41577069010796,743,5000_2500_1_0.2_0.1_100,
4077,-213.41577069010796,743,5000_2500_1_0.2_0.1_100,
4078,-213.41577069010796,743,5000_2500_1_0.2_0.1_100,
4079,-213.41577069010796,743,5000_2500_1_0.2_0.1_100,
4080,-213.41577069010796,743,5000_2500_1_0.2_0.1_100,
4081,-213.63672091429592,744,5000_2500_1_0.2_0.1_100,
4082,-213.63672091429592,744,5000_2500_1_0.2_0.1_100,
4083,-213.63672091429592,744,5000_2500_1_0.2_0.1_100,
4084,-213.63672091429595,744,5000_2500_1_0.2_0.1_100,
4085,-213.63672091429595,744,5000_2500_1_0.2_0.1_100,
4086,-213.87439868647783,745,5000_2500_1_0.2_0.1_100,
4087,-213.87439868647783,745,5000_2500_1_0.2_0.1_100,
4088,-213.87439868647783,745,5000_2500_1_0.2_0.1_100,
4089,-213.87439868647783,745,5000_2500_1_0.2_0.1_100,
4090,-214.04054067417744,746,5000_2500_1_0.2_0.1_100,
4091,-214.04054067417744,746,5000_2500_1_0.2_0.1_100,
4092,-214.43130879312173,747,5000_2500_1_0.2_0.1_100,
4093,-214.43130879312173,747,5000_2500_1_0.2_0.1_100,
4094,-215.06479129257724,748,5000_2500_1_0.2_0.1_100,
4095,-215.06479129257724,748,5000_2500_1_0.2_0.1_100,
4096,-215.06479129257724,748,5000_2500_1_0.2_0.1_100,
4097,-215.06479129257724,748,5000_2500_1_0.2_0.1_100,
4098,-215.06479129257724,748,5000_2500_1_0.2_0.1_100,
4099,-215.06479129257724,748,5000_2500_1_0.2_0.1_100,
4100,-215.29992615175536,749,5000_2500_1_0.2_0.1_100,
4101,-215.29992615175536,749,5000_2500_1_0.2_0.1_100,
4102,-215.29992615175536,749,5000_2500_1_0.2_0.1_100,
4103,-215.29992615175536,749,5000_2500_1_0.2_0.1_100,
4104,-215.29992615175536,749,5000_2500_1_0.2_0.1_100,
4105,-215.29992615175536,749,5000_2500_1_0.2_0.1_100,
4106,-215.29992615175536,749,5000_2500_1_0.2_0.1_100,
4107,-215.29992615175536,749,5000_2500_1_0.2_0.1_100,
4108,-215.36471564520608,750,5000_2500_1_0.2_0.1_100,
4109,-215.36471564520608,750,5000_2500_1_0.2_0.1_100,
4110,-215.3647156452061,750,5000_2500_1_0.2_0.1_100,
4111,-215.3647156452061,750,5000_2500_1_0.2_0.1_100,
4112,-215.3647156452061,750,5000_2500_1_0.2_0.1_100,
4113,-215.3647156452061,750,5000_2500_1_0.2_0.1_100,
4114,-215.53531198325456,751,5000_2500_1_0.2_0.1_100,
4115,-215.53531198325456,751,5000_2500_1_0.2_0.1_100,
4116,-215.53531198325456,751,5000_2500_1_0.2_0.1_100,
4117,-215.65090169179717,752,5000_2500_1_0.2_0.1_100,
4118,-215.65090169179717,752,5000_2500_1_0.2_0.1_100,
4119,-215.65090169179717,752,5000_2500_1_0.2_0.1_100,
4120,-215.65090169179717,752,5000_2500_1_0.2_0.1_100,
4121,-215.65090169179717,752,5000_2500_1_0.2_0.1_100,
4122,-215.79942207814904,753,5000_2500_1_0.2_0.1_100,
4123,-215.79942207814904,753,5000_2500_1_0.2_0.1_100,
4124,-215.9479424645009,754,5000_2500_1_0.2_0.1_100,
4125,-216.24698112565017,755,5000_2500_1_0.2_0.1_100,
4126,-216.2469811256502,755,5000_2500_1_0.2_0.1_100,
4127,-216.2469811256502,755,5000_2500_1_0.2_0.1_100,
4128,-216.2469811256502,755,5000_2500_1_0.2_0.1_100,
4129,-216.64743996523097,756,5000_2500_1_0.2_0.1_100,
4130,-216.64743996523097,756,5000_2500_1_0.2_0.1_100,
4131,-216.64743996523097,756,5000_2500_1_0.2_0.1_100,
4132,-216.64743996523097,756,5000_2500_1_0.2_0.1_100,
4133,-217.023114847169,757,5000_2500_1_0.2_0.1_100,
4134,-217.023114847169,757,5000_2500_1_0.2_0.1_100,
4135,-217.39587108420452,758,5000_2500_1_0.2_0.1_100,
4136,-217.39587108420452,758,5000_2500_1_0.2_0.1_100,
4137,-217.39587108420452,758,5000_2500_1_0.2_0.1_100,
4138,-217.39587108420452,758,5000_2500_1_0.2_0.1_100,
4139,-217.39587108420452,758,5000_2500_1_0.2_0.1_100,
4140,-217.39587108420452,758,5000_2500_1_0.2_0.1_100,
4141,-217.39587108420452,758,5000_2500_1_0.2_0.1_100,
4142,-217.39587108420452,758,5000_2500_1_0.2_0.1_100,
4143,-217.39587108420452,758,5000_2500_1_0.2_0.1_100,
4144,-217.39587108420452,758,5000_2500_1_0.2_0.1_100,
4145,-217.39587108420452,758,5000_2500_1_0.2_0.1_100,
4146,-217.51852795996945,759,5000_2500_1_0.2_0.1_100,
4147,-217.51852795996945,759,5000_2500_1_0.2_0.1_100,
4148,-217.51852795996945,759,5000_2500_1_0.2_0.1_100,
4149,-217.7645151439752,760,5000_2500_1_0.2_0.1_100,
4150,-218.02863754002288,761,5000_2500_1_0.2_0.1_100,
4151,-218.02863754002288,761,5000_2500_1_0.2_0.1_100,
4152,-218.02863754002288,761,5000_2500_1_0.2_0.1_100,
4153,-218.4869159504836,762,5000_2500_1_0.2_0.1_100,
4154,-218.79581695989165,763,5000_2500_1_0.2_0.1_100,
4155,-219.0760820224019,764,5000_2500_1_0.2_0.1_100,
4156,-219.0760820224019,764,5000_2500_1_0.2_0.1_100,
4157,-219.0760820224019,764,5000_2500_1_0.2_0.1_100,
4158,-219.0760820224019,764,5000_2500_1_0.2_0.1_100,
4159,-219.0760820224019,764,5000_2500_1_0.2_0.1_100,
4160,-219.0760820224019,764,5000_2500_1_0.2_0.1_100,
4161,-219.23778941303416,765,5000_2500_1_0.2_0.1_100,
4162,-219.23778941303416,765,5000_2500_1_0.2_0.1_100,
4163,-219.23778941303416,765,5000_2500_1_0.2_0.1_100,
4164,-219.81608549693252,766,5000_2500_1_0.2_0.1_100,
4165,-219.81608549693257,766,5000_2500_1_0.2_0.1_100,
4166,-219.81608549693257,766,5000_2500_1_0.2_0.1_100,
4167,-219.81608549693257,766,5000_2500_1_0.2_0.1_100,
4168,-219.81608549693257,766,5000_2500_1_0.2_0.1_100,
4169,-219.81608549693257,766,5000_2500_1_0.2_0.1_100,
4170,-219.81608549693257,766,5000_2500_1_0.2_0.1_100,
4171,-219.81608549693257,766,5000_2500_1_0.2_0.1_100,
4172,-219.8160854969326,766,5000_2500_1_0.2_0.1_100,
4173,-219.8160854969326,766,5000_2500_1_0.2_0.1_100,
4174,-219.8160854969326,766,5000_2500_1_0.2_0.1_100,
4175,-219.8160854969326,766,5000_2500_1_0.2_0.1_100,
4176,-219.8160854969326,766,5000_2500_1_0.2_0.1_100,
4177,-219.8160854969326,766,5000_2500_1_0.2_0.1_100,
4178,-219.8160854969326,766,5000_2500_1_0.2_0.1_100,
4179,-219.8160854969326,766,5000_2500_1_0.2_0.1_100,
4180,-219.8160854969326,766,5000_2500_1_0.2_0.1_100,
4181,-219.8160854969326,766,5000_2500_1_0.2_0.1_100,
4182,-219.81608549693263,766,5000_2500_1_0.2_0.1_100,
4183,-219.81608549693263,766,5000_2500_1_0.2_0.1_100,
4184,-219.81608549693263,766,5000_2500_1_0.2_0.1_100,
4185,-220.01536304622437,767,5000_2500_1_0.2_0.1_100,
4186,-220.13801992198927,768,5000_2500_1_0.2_0.1_100,
4187,-220.13801992198927,768,5000_2500_1_0.2_0.1_100,
4188,-220.13801992198927,768,5000_2500_1_0.2_0.1_100,
4189,-220.13801992198927,768,5000_2500_1_0.2_0.1_100,
4190,-220.13801992198927,768,5000_2500_1_0.2_0.1_100,
4191,-220.13801992198927,768,5000_2500_1_0.2_0.1_100,
4192,-220.13801992198927,768,5000_2500_1_0.2_0.1_100,
4193,-220.32663476553824,769,5000_2500_1_0.2_0.1_100,
4194,-220.32663476553824,769,5000_2500_1_0.2_0.1_100,
4195,-220.32663476553824,769,5000_2500_1_0.2_0.1_100,
4196,-220.32663476553824,769,5000_2500_1_0.2_0.1_100,
4197,-220.5570190219584,770,5000_2500_1_0.2_0.1_100,
4198,-220.5570190219584,770,5000_2500_1_0.2_0.1_100,
4199,-220.5570190219584,770,5000_2500_1_0.2_0.1_100,
4200,-220.5570190219584,770,5000_2500_1_0.2_0.1_100,
4201,-220.6754296068423,771,5000_2500_1_0.2_0.1_100,
4202,-220.6754296068423,771,5000_2500_1_0.2_0.1_100,
4203,-220.6754296068423,771,5000_2500_1_0.2_0.1_100,
4204,-220.6754296068423,771,5000_2500_1_0.2_0.1_100,
4205,-220.67542960684233,771,5000_2500_1_0.2_0.1_100,
4206,-220.67542960684233,771,5000_2500_1_0.2_0.1_100,
4207,-220.67542960684233,771,5000_2500_1_0.2_0.1_100,
4208,-220.67542960684233,771,5000_2500_1_0.2_0.1_100,
4209,-220.94216980543172,772,5000_2500_1_0.2_0.1_100,
4210,-220.94216980543172,772,5000_2500_1_0.2_0.1_100,
4211,-221.3827486387958,773,5000_2500_1_0.2_0.1_100,
4212,-221.3827486387958,773,5000_2500_1_0.2_0.1_100,
4213,-221.3827486387958,773,5000_2500_1_0.2_0.1_100,
4214,-221.3827486387958,773,5000_2500_1_0.2_0.1_100,
4215,-221.3827486387958,773,5000_2500_1_0.2_0.1_100,
4216,-221.3827486387958,773,5000_2500_1_0.2_0.1_100,
4217,-221.54004101121947,774,5000_2500_1_0.2_0.1_100,
4218,-221.54004101121947,774,5000_2500_1_0.2_0.1_100,
4219,-221.54004101121947,774,5000_2500_1_0.2_0.1_100,
4220,-221.54004101121947,774,5000_2500_1_0.2_0.1_100,
4221,-221.8169904208252,775,5000_2500_1_0.2_0.1_100,
4222,-221.8169904208252,775,5000_2500_1_0.2_0.1_100,
4223,-221.8169904208252,775,5000_2500_1_0.2_0.1_100,
4224,-221.8169904208252,775,5000_2500_1_0.2_0.1_100,
4225,-221.8169904208252,775,5000_2500_1_0.2_0.1_100,
4226,-221.8169904208252,775,5000_2500_1_0.2_0.1_100,
4227,-221.8169904208252,775,5000_2500_1_0.2_0.1_100,
4228,-221.8169904208252,775,5000_2500_1_0.2_0.1_100,
4229,-221.8169904208252,775,5000_2500_1_0.2_0.1_100,
4230,-221.8169904208252,775,5000_2500_1_0.2_0.1_100,
4231,-221.8169904208252,775,5000_2500_1_0.2_0.1_100,
4232,-222.0811128168729,776,5000_2500_1_0.2_0.1_100,
4233,-222.0811128168729,776,5000_2500_1_0.2_0.1_100,
4234,-222.0811128168729,776,5000_2500_1_0.2_0.1_100,
4235,-222.0811128168729,776,5000_2500_1_0.2_0.1_100,
4236,-222.0811128168729,776,5000_2500_1_0.2_0.1_100,
4237,-222.0811128168729,776,5000_2500_1_0.2_0.1_100,
4238,-222.23079836502257,777,5000_2500_1_0.2_0.1_100,
4239,-222.23079836502257,777,5000_2500_1_0.2_0.1_100,
4240,-222.23079836502257,777,5000_2500_1_0.2_0.1_100,
4241,-222.23079836502257,777,5000_2500_1_0.2_0.1_100,
4242,-222.23079836502257,777,5000_2500_1_0.2_0.1_100,
4243,-222.50477305751195,778,5000_2500_1_0.2_0.1_100,
4244,-222.61895530628684,779,5000_2500_1_0.2_0.1_100,
4245,-222.61895530628684,779,5000_2500_1_0.2_0.1_100,
4246,-222.61895530628684,779,5000_2500_1_0.2_0.1_100,
4247,-222.6189553062869,779,5000_2500_1_0.2_0.1_100,
4248,-222.6189553062869,779,5000_2500_1_0.2_0.1_100,
4249,-222.6189553062869,779,5000_2500_1_0.2_0.1_100,
4250,-222.61895530628684,779,5000_2500_1_0.2_0.1_100,
4251,-222.6189553062868,779,5000_2500_1_0.2_0.1_100,
4252,-222.6189553062868,779,5000_2500_1_0.2_0.1_100,
4253,-222.6189553062868,779,5000_2500_1_0.2_0.1_100,
4254,-222.6189553062868,779,5000_2500_1_0.2_0.1_100,
4255,-222.6189553062868,779,5000_2500_1_0.2_0.1_100,
4256,-222.6189553062868,779,5000_2500_1_0.2_0.1_100,
4257,-222.6189553062868,779,5000_2500_1_0.2_0.1_100,
4258,-222.6189553062868,779,5000_2500_1_0.2_0.1_100,
4259,-222.6189553062868,779,5000_2500_1_0.2_0.1_100,
4260,-222.6189553062868,779,5000_2500_1_0.2_0.1_100,
4261,-222.6189553062868,779,5000_2500_1_0.2_0.1_100,
4262,-222.6189553062868,779,5000_2500_1_0.2_0.1_100,
4263,-222.6189553062868,779,5000_2500_1_0.2_0.1_100,
4264,-222.6189553062868,779,5000_2500_1_0.2_0.1_100,
4265,-222.8072671654372,780,5000_2500_1_0.2_0.1_100,
4266,-222.8072671654372,780,5000_2500_1_0.2_0.1_100,
4267,-222.80726716543717,780,5000_2500_1_0.2_0.1_100,
4268,-223.05197147563024,781,5000_2500_1_0.2_0.1_100,
4269,-223.05197147563024,781,5000_2500_1_0.2_0.1_100,
4270,-223.05197147563024,781,5000_2500_1_0.2_0.1_100,
4271,-223.3885942879647,782,5000_2500_1_0.2_0.1_100,
4272,-223.3885942879647,782,5000_2500_1_0.2_0.1_100,
4273,-223.3885942879647,782,5000_2500_1_0.2_0.1_100,
4274,-223.3885942879647,782,5000_2500_1_0.2_0.1_100,
4275,-223.687632949114,783,5000_2500_1_0.2_0.1_100,
4276,-223.687632949114,783,5000_2500_1_0.2_0.1_100,
4277,-223.687632949114,783,5000_2500_1_0.2_0.1_100,
4278,-223.687632949114,783,5000_2500_1_0.2_0.1_100,
4279,-223.97791144642656,784,5000_2500_1_0.2_0.1_100,
4280,-223.97791144642656,784,5000_2500_1_0.2_0.1_100,
4281,-224.19667314386976,785,5000_2500_1_0.2_0.1_100,
4282,-224.19667314386976,785,5000_2500_1_0.2_0.1_100,
4283,-224.19667314386976,785,5000_2500_1_0.2_0.1_100,
4284,-224.19667314386976,785,5000_2500_1_0.2_0.1_100,
4285,-224.19667314386976,785,5000_2500_1_0.2_0.1_100,
4286,-224.1966731438698,785,5000_2500_1_0.2_0.1_100,
4287,-224.3741382561233,786,5000_2500_1_0.2_0.1_100,
4288,-224.69645766744665,787,5000_2500_1_0.2_0.1_100,
4289,-224.69645766744665,787,5000_2500_1_0.2_0.1_100,
4290,-224.69645766744665,787,5000_2500_1_0.2_0.1_100,
4291,-224.90806202921752,788,5000_2500_1_0.2_0.1_100,
4292,-224.90806202921752,788,5000_2500_1_0.2_0.1_100,
4293,-224.90806202921752,788,5000_2500_1_0.2_0.1_100,
4294,-224.9080620292175,788,5000_2500_1_0.2_0.1_100,
4295,-225.0966768727665,789,5000_2500_1_0.2_0.1_100,
4296,-225.0966768727665,789,5000_2500_1_0.2_0.1_100,
4297,-225.0966768727665,789,5000_2500_1_0.2_0.1_100,
4298,-225.0966768727665,789,5000_2500_1_0.2_0.1_100,
4299,-225.09667687276644,789,5000_2500_1_0.2_0.1_100,
4300,-225.44959476758513,790,5000_2500_1_0.2_0.1_100,
4301,-225.44959476758513,790,5000_2500_1_0.2_0.1_100,
4302,-225.44959476758513,790,5000_2500_1_0.2_0.1_100,
4303,-225.44959476758513,790,5000_2500_1_0.2_0.1_100,
4304,-225.44959476758513,790,5000_2500_1_0.2_0.1_100,
4305,-225.44959476758515,790,5000_2500_1_0.2_0.1_100,
4306,-225.44959476758515,790,5000_2500_1_0.2_0.1_100,
4307,-225.44959476758515,790,5000_2500_1_0.2_0.1_100,
4308,-225.44959476758515,790,5000_2500_1_0.2_0.1_100,
4309,-225.44959476758513,790,5000_2500_1_0.2_0.1_100,
4310,-226.0079566365862,791,5000_2500_1_0.2_0.1_100,
4311,-226.18302725502903,792,5000_2500_1_0.2_0.1_100,
4312,-226.5395229711951,793,5000_2500_1_0.2_0.1_100,
4313,-226.5395229711951,793,5000_2500_1_0.2_0.1_100,
4314,-226.5395229711951,793,5000_2500_1_0.2_0.1_100,
4315,-226.5395229711951,793,5000_2500_1_0.2_0.1_100,
4316,-226.65370521997,794,5000_2500_1_0.2_0.1_100,
4317,-226.65370521997,794,5000_2500_1_0.2_0.1_100,
4318,-226.65370521997,794,5000_2500_1_0.2_0.1_100,
4319,-226.65370521997,794,5000_2500_1_0.2_0.1_100,
4320,-226.65370521997,794,5000_2500_1_0.2_0.1_100,
4321,-226.65370521997,794,5000_2500_1_0.2_0.1_100,
4322,-226.65370521997,794,5000_2500_1_0.2_0.1_100,
4323,-226.65370521997,794,5000_2500_1_0.2_0.1_100,
4324,-226.65370521997,794,5000_2500_1_0.2_0.1_100,
4325,-226.65370521997,794,5000_2500_1_0.2_0.1_100,
4326,-227.21558203107787,795,5000_2500_1_0.2_0.1_100,
4327,-227.21558203107787,795,5000_2500_1_0.2_0.1_100,
4328,-227.21558203107787,795,5000_2500_1_0.2_0.1_100,
4329,-227.56671580410332,796,5000_2500_1_0.2_0.1_100,
4330,-227.56671580410332,796,5000_2500_1_0.2_0.1_100,
4331,-228.04909176613924,797,5000_2500_1_0.2_0.1_100,
4332,-228.04909176613924,797,5000_2500_1_0.2_0.1_100,
4333,-228.40343925376732,798,5000_2500_1_0.2_0.1_100,
4334,-228.40343925376732,798,5000_2500_1_0.2_0.1_100,
4335,-228.71268208508943,799,5000_2500_1_0.2_0.1_100,
4336,-228.71268208508943,799,5000_2500_1_0.2_0.1_100,
4337,-228.71268208508943,799,5000_2500_1_0.2_0.1_100,
4338,-228.71268208508943,799,5000_2500_1_0.2_0.1_100,
4339,-228.71268208508943,799,5000_2500_1_0.2_0.1_100,
4340,-228.71268208508943,799,5000_2500_1_0.2_0.1_100,
4341,-228.71268208508943,799,5000_2500_1_0.2_0.1_100,
4342,-228.71268208508943,799,5000_2500_1_0.2_0.1_100,
4343,-228.91964606730437,800,5000_2500_1_0.2_0.1_100,
4344,-228.91964606730437,800,5000_2500_1_0.2_0.1_100,
4345,-229.33443936583208,801,5000_2500_1_0.2_0.1_100,
4346,-229.33443936583208,801,5000_2500_1_0.2_0.1_100,
4347,-229.33443936583208,801,5000_2500_1_0.2_0.1_100,
4348,-229.3344393658321,801,5000_2500_1_0.2_0.1_100,
4349,-229.3344393658321,801,5000_2500_1_0.2_0.1_100,
4350,-229.3344393658321,801,5000_2500_1_0.2_0.1_100,
4351,-229.3344393658321,801,5000_2500_1_0.2_0.1_100,
4352,-229.3344393658321,801,5000_2500_1_0.2_0.1_100,
4353,-229.3344393658321,801,5000_2500_1_0.2_0.1_100,
4354,-229.3344393658321,801,5000_2500_1_0.2_0.1_100,
4355,-229.68023979288296,802,5000_2500_1_0.2_0.1_100,
4356,-229.68023979288296,802,5000_2500_1_0.2_0.1_100,
4357,-229.68023979288296,802,5000_2500_1_0.2_0.1_100,
4358,-229.68023979288293,802,5000_2500_1_0.2_0.1_100,
4359,-229.68023979288293,802,5000_2500_1_0.2_0.1_100,
4360,-230.01686260521743,803,5000_2500_1_0.2_0.1_100,
4361,-230.50535479426975,804,5000_2500_1_0.2_0.1_100,
4362,-230.50535479426975,804,5000_2500_1_0.2_0.1_100,
4363,-230.50535479426975,804,5000_2500_1_0.2_0.1_100,
4364,-230.50535479426975,804,5000_2500_1_0.2_0.1_100,
4365,-230.50535479426975,804,5000_2500_1_0.2_0.1_100,
4366,-230.70310212138097,805,5000_2500_1_0.2_0.1_100,
4367,-230.70310212138097,805,5000_2500_1_0.2_0.1_100,
4368,-230.70310212138097,805,5000_2500_1_0.2_0.1_100,
4369,-230.703102121381,805,5000_2500_1_0.2_0.1_100,
4370,-230.703102121381,805,5000_2500_1_0.2_0.1_100,
4371,-230.703102121381,805,5000_2500_1_0.2_0.1_100,
4372,-230.703102121381,805,5000_2500_1_0.2_0.1_100,
4373,-230.703102121381,805,5000_2500_1_0.2_0.1_100,
4374,-230.703102121381,805,5000_2500_1_0.2_0.1_100,
4375,-230.703102121381,805,5000_2500_1_0.2_0.1_100,
4376,-230.703102121381,805,5000_2500_1_0.2_0.1_100,
4377,-230.703102121381,805,5000_2500_1_0.2_0.1_100,
4378,-230.8397572260054,806,5000_2500_1_0.2_0.1_100,
4379,-230.83975722600545,806,5000_2500_1_0.2_0.1_100,
4380,-231.0748920851835,807,5000_2500_1_0.2_0.1_100,
4381,-231.0748920851835,807,5000_2500_1_0.2_0.1_100,
4382,-231.0748920851835,807,5000_2500_1_0.2_0.1_100,
4383,-231.47273263263864,808,5000_2500_1_0.2_0.1_100,
4384,-231.47273263263864,808,5000_2500_1_0.2_0.1_100,
4385,-231.47273263263864,808,5000_2500_1_0.2_0.1_100,
4386,-231.8429420245649,809,5000_2500_1_0.2_0.1_100,
4387,-231.8429420245649,809,5000_2500_1_0.2_0.1_100,
4388,-231.8429420245649,809,5000_2500_1_0.2_0.1_100,
4389,-231.8429420245649,809,5000_2500_1_0.2_0.1_100,
4390,-231.8429420245649,809,5000_2500_1_0.2_0.1_100,
4391,-231.8429420245649,809,5000_2500_1_0.2_0.1_100,
4392,-231.8429420245649,809,5000_2500_1_0.2_0.1_100,
4393,-232.07332628098504,810,5000_2500_1_0.2_0.1_100,
4394,-232.07332628098504,810,5000_2500_1_0.2_0.1_100,
4395,-232.07332628098504,810,5000_2500_1_0.2_0.1_100,
4396,-232.52764429023028,811,5000_2500_1_0.2_0.1_100,
4397,-232.52764429023023,811,5000_2500_1_0.2_0.1_100,
4398,-232.65884822657264,812,5000_2500_1_0.2_0.1_100,
4399,-233.11119190151447,813,5000_2500_1_0.2_0.1_100,
4400,-233.11119190151447,813,5000_2500_1_0.2_0.1_100,
4401,-233.11119190151447,813,5000_2500_1_0.2_0.1_100,
4402,-233.11119190151447,813,5000_2500_1_0.2_0.1_100,
4403,-233.11119190151447,813,5000_2500_1_0.2_0.1_100,
4404,-233.11119190151447,813,5000_2500_1_0.2_0.1_100,
4405,-233.11119190151447,813,5000_2500_1_0.2_0.1_100,
4406,-233.11119190151447,813,5000_2500_1_0.2_0.1_100,
4407,-233.11119190151447,813,5000_2500_1_0.2_0.1_100,
4408,-233.11119190151447,813,5000_2500_1_0.2_0.1_100,
4409,-233.11119190151447,813,5000_2500_1_0.2_0.1_100,
4410,-233.11119190151447,813,5000_2500_1_0.2_0.1_100,
4411,-233.11119190151447,813,5000_2500_1_0.2_0.1_100,
4412,-233.53437899216937,814,5000_2500_1_0.2_0.1_100,
4413,-233.53437899216937,814,5000_2500_1_0.2_0.1_100,
4414,-233.53437899216937,814,5000_2500_1_0.2_0.1_100,
4415,-233.53437899216937,814,5000_2500_1_0.2_0.1_100,
4416,-233.6021179447897,815,5000_2500_1_0.2_0.1_100,
4417,-233.6021179447897,815,5000_2500_1_0.2_0.1_100,
4418,-233.6021179447897,815,5000_2500_1_0.2_0.1_100,
4419,-233.6021179447897,815,5000_2500_1_0.2_0.1_100,
4420,-233.6021179447897,815,5000_2500_1_0.2_0.1_100,
4421,-233.6021179447897,815,5000_2500_1_0.2_0.1_100,
4422,-233.60211794478977,815,5000_2500_1_0.2_0.1_100,
4423,-233.60211794478977,815,5000_2500_1_0.2_0.1_100,
4424,-233.60211794478977,815,5000_2500_1_0.2_0.1_100,
4425,-233.60211794478977,815,5000_2500_1_0.2_0.1_100,
