iteration,log_likelihood,network_size
3061,-159.55291510157414,538
3062,-159.55291510157417,538
3063,-159.55291510157417,538
3064,-159.55291510157417,538
3065,-159.55291510157417,538
3066,-159.55291510157417,538
3067,-159.55291510157417,538
3068,-159.55291510157417,538
3069,-159.5529151015742,538
3070,-159.5529151015742,538
3071,-159.87766211943017,539
3072,-159.87766211943017,539
3073,-159.87766211943017,539
3074,-159.87766211943017,539
3075,-159.87766211943017,539
3076,-159.87766211943017,539
3077,-159.87766211943017,539
3078,-159.87766211943023,539
3079,-159.87766211943023,539
3080,-160.34791672093576,540
3081,-160.34791672093573,540
3082,-160.34791672093573,540
3083,-160.34791672093573,540
3084,-160.34791672093573,540
3085,-160.34791672093573,540
3086,-160.34791672093573,540
3087,-160.3479167209357,540
3088,-160.3479167209357,540
3089,-160.34791672093567,540
3090,-160.34791672093567,540
3091,-160.68068190968972,541
3092,-160.68068190968972,541
3093,-160.68068190968972,541
3094,-160.68068190968972,541
3095,-160.68068190968972,541
3096,-160.68068190968972,541
3097,-160.68068190968972,541
3098,-160.68068190968972,541
3099,-160.89011808104976,542
3100,-160.89011808104976,542
3101,-161.09092819769108,543
3102,-161.0909281976911,543
3103,-161.0909281976911,543
3104,-161.0909281976911,543
3105,-161.0909281976911,543
3106,-161.09092819769108,543
3107,-161.31187842187904,544
3108,-161.31187842187904,544
3109,-161.31187842187904,544
3110,-161.31187842187907,544
3111,-161.31187842187907,544
3112,-161.31187842187907,544
3113,-161.31187842187907,544
3114,-161.31187842187907,544
3115,-161.31187842187907,544
3116,-161.31187842187907,544
3117,-161.31187842187907,544
3118,-161.31187842187907,544
3119,-161.31187842187907,544
3120,-161.31187842187907,544
3121,-161.31187842187907,544
3122,-161.31187842187907,544
3123,-161.31187842187907,544
3124,-161.31187842187907,544
3125,-161.41765725985852,545
3126,-161.41765725985852,545
3127,-161.4176572598585,545
3128,-161.41765725985852,545
3129,-161.41765725985852,545
3130,-161.4176572598585,545
3131,-161.4176572598585,545
3132,-161.4176572598585,545
3133,-161.41765725985846,545
3134,-161.41765725985846,545
3135,-161.59392440850675,546
3136,-161.59392440850678,546
3137,-161.59392440850678,546
3138,-161.59392440850678,546
3139,-161.59392440850678,546
3140,-162.26008641377513,547
3141,-162.26008641377513,547
3142,-162.2600864137751,547
3143,-162.49047067019524,548
3144,-162.49047067019526,548
3145,-162.49047067019526,548
3146,-162.49047067019526,548
3147,-162.49047067019526,548
3148,-162.49047067019526,548
3149,-162.49047067019526,548
3150,-162.4904706701953,548
3151,-162.49047067019526,548
3152,-162.49047067019524,548
3153,-162.74937793056446,549
3154,-162.74937793056446,549
3155,-162.74937793056446,549
3156,-162.74937793056446,549
3157,-162.74937793056446,549
3158,-162.74937793056446,549
3159,-163.07412494842043,550
3160,-163.07412494842043,550
3161,-163.07412494842043,550
3162,-163.2857293101913,551
3163,-163.6764974291356,552
3164,-163.6764974291356,552
3165,-163.9654349942997,553
3166,-163.96543499429967,553
3167,-164.4417319102602,554
3168,-164.4417319102602,554
3169,-164.6604936077034,555
3170,-164.6604936077034,555
3171,-165.04977914668768,556
3172,-165.16396139546256,557
3173,-165.16396139546256,557
3174,-165.16396139546256,557
3175,-165.16396139546254,557
3176,-165.44788641880376,558
3177,-165.44788641880376,558
3178,-165.44788641880376,558
3179,-165.44788641880376,558
3180,-165.44788641880373,558
3181,-165.76227064962558,559
3182,-165.76227064962558,559
3183,-165.76227064962558,559
3184,-165.76227064962558,559
3185,-165.76227064962558,559
3186,-165.91020896378413,560
3187,-165.91020896378413,560
3188,-166.1743313598318,561
3189,-166.1743313598318,561
3190,-166.17433135983183,561
3191,-166.17433135983183,561
3192,-166.1743313598318,561
3193,-166.1743313598318,561
3194,-166.1743313598318,561
3195,-166.1743313598318,561
3196,-166.17433135983177,561
3197,-166.17433135983174,561
3198,-166.17433135983174,561
3199,-166.17433135983174,561
3200,-166.17433135983174,561
3201,-166.17433135983174,561
3202,-166.3327991658317,562
3203,-166.6031500691476,563
3204,-166.6031500691476,563
3205,-166.6031500691476,563
3206,-166.6031500691476,563
3207,-166.6031500691476,563
3208,-166.60315006914757,563
3209,-166.60315006914757,563
3210,-166.8067247398454,564
3211,-166.8067247398454,564
3212,-166.8067247398454,564
3213,-166.8067247398454,564
3214,-166.8067247398454,564
3215,-166.80672473984538,564
3216,-167.09566230500948,565
3217,-167.0956623050095,565
3218,-167.0956623050095,565
3219,-167.0956623050095,565
3220,-167.3696369974989,566
3221,-167.36963699749893,566
3222,-167.36963699749893,566
3223,-167.36963699749896,566
3224,-167.36963699749896,566
3225,-167.36963699749896,566
3226,-167.36963699749896,566
3227,-167.36963699749896,566
3228,-167.36963699749896,566
3229,-167.36963699749896,566
3230,-167.36963699749896,566
3231,-167.36963699749896,566
3232,-167.36963699749896,566
3233,-167.36963699749896,566
3234,-167.36963699749896,566
3235,-167.36963699749896,566
3236,-167.53577898519856,567
3237,-167.53577898519856,567
3238,-167.53577898519856,567
3239,-167.53577898519856,567
3240,-167.99723704857615,568
3241,-167.99723704857615,568
3242,-167.99723704857615,568
3243,-167.9972370485761,568
3244,-167.9972370485761,568
3245,-167.9972370485761,568
3246,-167.9972370485761,568
3247,-167.9972370485761,568
3248,-167.9972370485761,568
3249,-167.9972370485761,568
3250,-167.9972370485761,568
3251,-167.9972370485761,568
3252,-168.14575743492796,569
3253,-168.14575743492796,569
3254,-168.14575743492796,569
3255,-168.14575743492796,569
3256,-168.14575743492796,569
3257,-168.14575743492796,569
3258,-168.14575743492796,569
3259,-168.14575743492796,569
3260,-168.14575743492796,569
3261,-168.14575743492796,569
3262,-168.14575743492793,569
3263,-168.14575743492796,569
3264,-168.14575743492796,569
3265,-168.14575743492796,569
3266,-168.14575743492796,569
3267,-168.56626612336984,570
3268,-168.7368624614183,571
3269,-168.7368624614183,571
3270,-168.7368624614183,571
3271,-168.7368624614183,571
3272,-168.7368624614183,571
3273,-168.7368624614183,571
3274,-168.73686246141827,571
3275,-168.73686246141827,571
3276,-168.73686246141827,571
3277,-169.06683142325465,572
3278,-169.06683142325465,572
3279,-169.06683142325465,572
3280,-169.06683142325465,572
3281,-169.06683142325465,572
3282,-169.06683142325465,572
3283,-169.06683142325465,572
3284,-169.06683142325465,572
3285,-169.06683142325465,572
3286,-169.06683142325463,572
3287,-169.06683142325463,572
3288,-169.06683142325463,572
3289,-169.06683142325463,572
3290,-169.06683142325463,572
3291,-169.06683142325463,572
3292,-169.0668314232546,572
3293,-169.38121565407644,573
3294,-169.38121565407644,573
3295,-169.6601531359073,574
3296,-169.6601531359073,574
3297,-169.6601531359073,574
3298,-169.6601531359073,574
3299,-169.66015313590728,574
3300,-170.01664885207336,575
3301,-170.01664885207336,575
3302,-170.01664885207336,575
3303,-170.40593439105766,576
3304,-170.40593439105766,576
3305,-170.7254865920372,577
3306,-170.7254865920372,577
3307,-170.7254865920372,577
3308,-170.7254865920372,577
3309,-170.7254865920372,577
3310,-170.93709095380808,578
3311,-170.93709095380808,578
3312,-170.93709095380805,578
3313,-170.93709095380805,578
3314,-170.93709095380805,578
3315,-171.17572398796347,579
3316,-171.17572398796347,579
3317,-171.54848022499897,580
3318,-171.54848022499897,580
3319,-171.93222558360847,581
3320,-171.93222558360844,581
3321,-171.93222558360844,581
3322,-171.93222558360844,581
3323,-171.93222558360847,581
3324,-171.93222558360847,581
3325,-171.93222558360847,581
3326,-171.93222558360847,581
3327,-171.93222558360847,581
3328,-171.93222558360847,581
3329,-171.93222558360847,581
3330,-171.93222558360847,581
3331,-171.93222558360847,581
3332,-172.20126199445792,582
3333,-172.20126199445792,582
3334,-172.20126199445792,582
3335,-172.20126199445792,582
3336,-172.20126199445792,582
3337,-172.43957650655304,583
3338,-172.7185139883839,584
3339,-172.7185139883839,584
3340,-172.7185139883839,584
3341,-172.99745147021477,585
3342,-172.99745147021477,585
3343,-172.99745147021477,585
3344,-172.99745147021477,585
3345,-172.99745147021477,585
3346,-172.9974514702147,585
3347,-172.9974514702147,585
3348,-172.9974514702147,585
3349,-173.23735960814489,586
3350,-173.23735960814489,586
3351,-173.2373596081449,586
3352,-173.2373596081449,586
3353,-173.2373596081449,586
3354,-173.2373596081449,586
3355,-173.23735960814489,586
3356,-173.23735960814489,586
3357,-173.23735960814489,586
3358,-173.71648881408245,587
3359,-173.71648881408245,587
3360,-174.0206165447385,588
3361,-174.0206165447385,588
3362,-174.0206165447385,588
3363,-174.0206165447385,588
3364,-174.27465919360176,589
3365,-174.27465919360176,589
3366,-174.2746591936018,589
3367,-174.47854150927972,590
3368,-174.47854150927972,590
3369,-174.47854150927972,590
3370,-174.47854150927972,590
3371,-174.47854150927972,590
3372,-174.47854150927972,590
3373,-174.47854150927972,590
3374,-174.69480788415584,591
3375,-174.69480788415584,591
3376,-174.69480788415584,591
3377,-174.69480788415584,591
3378,-174.69480788415584,591
3379,-174.87888757253998,592
3380,-174.87888757253998,592
3381,-174.87888757253998,592
3382,-174.87888757254,592
3383,-174.87888757254,592
3384,-174.87888757254,592
3385,-174.87888757254,592
3386,-174.87888757253998,592
3387,-174.87888757254,592
3388,-174.87888757254,592
3389,-175.18301530319604,593
3390,-175.18301530319604,593
3391,-175.18301530319604,593
3392,-175.18301530319604,593
3393,-175.18301530319602,593
3394,-175.18301530319602,593
3395,-175.5235106780179,594
3396,-175.5235106780179,594
3397,-175.70759036640206,595
3398,-175.70759036640203,595
3399,-175.70759036640203,595
3400,-175.70759036640203,595
3401,-175.70759036640203,595
3402,-175.99151538974326,596
3403,-175.99151538974326,596
3404,-175.99151538974326,596
3405,-176.27045287157412,597
3406,-176.27045287157415,597
3407,-176.27045287157415,597
3408,-176.27045287157415,597
3409,-176.6461277535122,598
3410,-176.64612775351222,598
3411,-176.64612775351222,598
3412,-176.64612775351225,598
3413,-176.64612775351225,598
3414,-176.64612775351225,598
3415,-176.64612775351225,598
3416,-176.73120191813226,599
3417,-176.73120191813226,599
3418,-176.73120191813226,599
3419,-176.73120191813226,599
3420,-176.73120191813226,599
3421,-176.73120191813226,599
3422,-176.73120191813226,599
3423,-176.73120191813226,599
3424,-176.73120191813226,599
3425,-176.73120191813226,599
3426,-176.73120191813226,599
3427,-176.73120191813226,599
3428,-176.73120191813229,599
3429,-176.73120191813229,599
3430,-176.73120191813229,599
3431,-177.189480328593,600
3432,-177.189480328593,600
3433,-177.189480328593,600
3434,-177.189480328593,600
3435,-177.66860953453056,601
3436,-177.97785236585267,602
3437,-177.97785236585267,602
3438,-177.97785236585267,602
3439,-178.49749972267966,603
3440,-178.49749972267966,603
3441,-178.49749972267966,603
3442,-178.49749972267966,603
3443,-178.49749972267966,603
3444,-178.84863349570512,604
3445,-178.84863349570512,604
3446,-178.84863349570512,604
3447,-179.10559207082008,605
3448,-179.10559207082008,605
3449,-179.10559207082008,605
3450,-179.10559207082008,605
3451,-179.10559207082008,605
3452,-179.26729946145235,606
3453,-179.26729946145235,606
3454,-179.40280447969363,607
3455,-179.40280447969363,607
3456,-179.40280447969363,607
3457,-179.40280447969363,607
3458,-179.73802279741543,608
3459,-179.73802279741543,608
3460,-179.73802279741543,608
3461,-179.73802279741543,608
3462,-179.73802279741543,608
3463,-179.73802279741543,608
3464,-179.73802279741543,608
3465,-179.73802279741543,608
3466,-179.73802279741543,608
3467,-179.7380227974154,608
3468,-179.7380227974154,608
3469,-179.7380227974154,608
3470,-179.7380227974154,608
3471,-179.7380227974154,608
3472,-180.06034220873875,609
3473,-180.06034220873875,609
3474,-180.06034220873875,609
3475,-180.06034220873875,609
3476,-180.06034220873875,609
3477,-180.06034220873875,609
3478,-180.06034220873875,609
3479,-180.06034220873875,609
3480,-180.06034220873875,609
3481,-180.06034220873875,609
3482,-180.06034220873875,609
3483,-180.06034220873875,609
3484,-180.06034220873875,609
3485,-180.06034220873875,609
3486,-180.06034220873875,609
3487,-180.06034220873875,609
3488,-180.06034220873875,609
3489,-180.06034220873875,609
3490,-180.06034220873875,609
3491,-180.06034220873875,609
3492,-180.06034220873877,609
3493,-180.06034220873877,609
3494,-180.06034220873877,609
3495,-180.06034220873877,609
3496,-180.06034220873877,609
3497,-180.06034220873877,609
3498,-180.26730619095372,610
3499,-180.26730619095372,610
3500,-180.26730619095372,610
3501,-180.26730619095372,610
3502,-180.26730619095375,610
3503,-180.26730619095375,610
3504,-180.4158265773056,611
3505,-180.4158265773056,611
3506,-180.41582657730558,611
3507,-180.41582657730558,611
3508,-180.41582657730558,611
3509,-180.41582657730558,611
3510,-180.63677680149354,612
3511,-180.63677680149354,612
3512,-180.63677680149354,612
3513,-180.9825772285444,613
3514,-180.9825772285444,613
3515,-180.9825772285444,613
3516,-181.4649531905803,614
3517,-181.4649531905803,614
3518,-181.4649531905803,614
3519,-181.4649531905803,614
3520,-181.46495319058027,614
3521,-181.81039907056135,615
3522,-181.81039907056135,615
3523,-182.04046742111885,616
3524,-182.04046742111885,616
3525,-182.04046742111888,616
3526,-182.04046742111888,616
3527,-182.04046742111888,616
3528,-182.04046742111888,616
3529,-182.04046742111888,616
3530,-182.04046742111888,616
3531,-182.04046742111885,616
3532,-182.04046742111885,616
3533,-182.04046742111888,616
3534,-182.04046742111888,616
3535,-182.04046742111888,616
3536,-182.04046742111888,616
3537,-182.44092626069965,617
3538,-182.44092626069965,617
3539,-182.44092626069965,617
3540,-182.44092626069965,617
3541,-182.44092626069965,617
3542,-182.44092626069965,617
3543,-182.44092626069965,617
3544,-182.44092626069965,617
3545,-182.44092626069965,617
3546,-182.44092626069965,617
3547,-182.44092626069965,617
3548,-182.8421344446391,618
3549,-182.8421344446391,618
3550,-182.84213444463913,618
3551,-182.84213444463913,618
3552,-182.84213444463913,618
3553,-182.84213444463913,618
3554,-182.84213444463913,618
3555,-183.02621413302327,619
3556,-183.02621413302327,619
3557,-183.02621413302327,619
3558,-183.02621413302327,619
3559,-183.02621413302327,619
3560,-183.02621413302327,619
3561,-183.3015098296676,620
3562,-183.3015098296676,620
3563,-183.30150982966762,620
3564,-183.30150982966762,620
3565,-183.30150982966762,620
3566,-183.3015098296676,620
3567,-183.3015098296676,620
3568,-183.3015098296676,620
3569,-183.3015098296676,620
3570,-183.3015098296676,620
3571,-183.3015098296676,620
3572,-183.30150982966762,620
3573,-183.30150982966762,620
3574,-183.39481449342327,621
3575,-183.39481449342327,621
3576,-183.6787395167645,622
3577,-183.6787395167645,622
3578,-183.6787395167645,622
3579,-183.6787395167645,622
3580,-183.67873951676452,622
3581,-183.67873951676452,622
3582,-183.67873951676452,622
3583,-183.6787395167645,622
3584,-183.6787395167645,622
3585,-184.05295401144065,623
3586,-184.4040877844661,624
3587,-184.4040877844661,624
3588,-184.4040877844661,624
3589,-184.4040877844661,624
3590,-184.4040877844661,624
3591,-184.4040877844661,624
3592,-184.40408778446613,624
3593,-184.40408778446613,624
3594,-184.40408778446613,624
3595,-184.8446666178302,625
3596,-184.8446666178302,625
3597,-184.8446666178302,625
3598,-184.84466661783023,625
3599,-184.84466661783023,625
3600,-184.84466661783023,625
3601,-185.0063740084625,626
3602,-185.0063740084625,626
3603,-185.0063740084625,626
3604,-185.0063740084625,626
3605,-185.0063740084625,626
3606,-185.0063740084625,626
3607,-185.00637400846253,626
3608,-185.00637400846253,626
3609,-185.00637400846253,626
3610,-185.00637400846253,626
3611,-185.0063740084625,626
3612,-185.0063740084625,626
3613,-185.00637400846256,626
3614,-185.00637400846256,626
3615,-185.42383042440935,627
3616,-185.5944267624578,628
3617,-185.5944267624578,628
3618,-185.5944267624578,628
3619,-185.59442676245777,628
3620,-185.5944267624578,628
3621,-185.5944267624578,628
3622,-185.59442676245777,628
3623,-185.59442676245777,628
3624,-185.59442676245777,628
3625,-185.59442676245777,628
3626,-185.59442676245777,628
3627,-185.5944267624578,628
3628,-185.816629727179,629
3629,-185.81662972717896,629
3630,-185.81662972717896,629
3631,-185.81662972717896,629
3632,-185.81662972717896,629
3633,-185.8573471681989,630
3634,-185.8573471681989,630
3635,-185.85734716819894,630
3636,-185.85734716819894,630
3637,-185.85734716819894,630
3638,-185.85734716819894,630
3639,-185.85734716819894,630
3640,-185.85734716819894,630
3641,-185.85734716819894,630
3642,-185.85734716819894,630
3643,-186.09502494038085,631
3644,-186.09502494038085,631
3645,-186.09502494038085,631
3646,-186.405636228981,632
3647,-186.405636228981,632
3648,-186.40563622898102,632
3649,-186.40563622898102,632
3650,-186.405636228981,632
3651,-186.44270117441977,633
3652,-186.44270117441977,633
3653,-186.44270117441977,633
3654,-186.8907149862702,634
3655,-186.8907149862702,634
3656,-186.8907149862702,634
3657,-186.8907149862702,634
3658,-186.8907149862702,634
3659,-186.8907149862702,634
3660,-187.19995781759232,635
3661,-187.7196051744193,636
3662,-187.7196051744193,636
3663,-187.71960517441934,636
3664,-187.71960517441934,636
3665,-187.71960517441934,636
3666,-187.71960517441934,636
3667,-187.71960517441937,636
3668,-187.71960517441937,636
3669,-187.71960517441937,636
3670,-187.71960517441937,636
3671,-187.71960517441937,636
3672,-187.71960517441937,636
3673,-187.71960517441937,636
3674,-187.71960517441937,636
3675,-187.71960517441937,636
3676,-187.71960517441937,636
3677,-187.71960517441937,636
3678,-187.71960517441937,636
3679,-187.71960517441937,636
3680,-187.71960517441937,636
3681,-187.7196051744194,636
3682,-187.71960517441943,636
3683,-187.71960517441943,636
3684,-187.90852309419438,637
3685,-187.90852309419438,637
3686,-187.90852309419438,637
3687,-187.90852309419438,637
3688,-187.90852309419438,637
3689,-187.90852309419438,637
3690,-187.90852309419438,637
3691,-187.90852309419438,637
3692,-187.90852309419438,637
3693,-187.90852309419438,637
3694,-187.90852309419438,637
3695,-187.90852309419438,637
3696,-188.22290732501622,638
3697,-188.22290732501622,638
3698,-188.22290732501622,638
3699,-188.22290732501622,638
3700,-188.22290732501622,638
3701,-188.2229073250162,638
3702,-188.2229073250162,638
3703,-188.2229073250162,638
3704,-188.2229073250162,638
3705,-188.2229073250162,638
3706,-188.22290732501617,638
3707,-188.22290732501617,638
3708,-188.22290732501617,638
3709,-188.22290732501617,638
3710,-188.22290732501617,638
3711,-188.37873234574604,639
3712,-188.37873234574604,639
3713,-188.37873234574604,639
3714,-188.37873234574604,639
3715,-188.37873234574604,639
3716,-188.37873234574604,639
3717,-188.37873234574604,639
3718,-188.37873234574604,639
3719,-188.60438846097082,640
3720,-188.60438846097082,640
3721,-189.12403581779782,641
3722,-189.12403581779782,641
3723,-189.1240358177978,641
3724,-189.27488788693123,642
3725,-189.27488788693123,642
3726,-189.27488788693123,642
3727,-189.27488788693123,642
3728,-189.2748878869312,642
3729,-189.2748878869312,642
3730,-189.2748878869312,642
3731,-189.49583811111916,643
3732,-189.49583811111916,643
3733,-189.49583811111916,643
3734,-189.49583811111916,643
3735,-189.8631447433879,644
3736,-189.86314474338792,644
3737,-189.86314474338792,644
3738,-189.86314474338792,644
3739,-189.86314474338792,644
3740,-189.86314474338792,644
3741,-190.0349322668064,645
3742,-190.0349322668064,645
3743,-190.36769745556046,646
3744,-190.84117008075967,647
3745,-191.20449912687718,648
3746,-191.6292199601638,649
3747,-191.62921996016382,649
3748,-191.62921996016382,649
3749,-191.62921996016382,649
3750,-191.6292199601638,649
3751,-191.6292199601638,649
3752,-192.19772077429403,650
3753,-192.19772077429403,650
3754,-192.19772077429403,650
3755,-192.19772077429403,650
3756,-192.19772077429403,650
3757,-192.19772077429403,650
3758,-192.60343685467197,651
3759,-192.60343685467197,651
3760,-192.60343685467197,651
3761,-192.8873618780132,652
3762,-192.8873618780132,652
3763,-192.8873618780132,652
3764,-192.8873618780132,652
3765,-192.8873618780132,652
3766,-192.9205281830367,653
3767,-192.92052818303668,653
3768,-192.92052818303668,653
3769,-192.92052818303668,653
3770,-192.92052818303668,653
3771,-192.9205281830367,653
3772,-192.9205281830367,653
3773,-192.9205281830367,653
3774,-192.9205281830367,653
3775,-192.9205281830367,653
3776,-192.9205281830367,653
3777,-193.37880659349742,654
3778,-193.37880659349742,654
3779,-193.7242524734785,655
3780,-193.7242524734785,655
3781,-193.72425247347846,655
3782,-193.72425247347846,655
3783,-193.72425247347843,655
3784,-193.72425247347843,655
3785,-193.72425247347843,655
3786,-193.72425247347843,655
3787,-193.72425247347843,655
3788,-193.72425247347846,655
3789,-193.72425247347846,655
3790,-193.72425247347846,655
3791,-193.72425247347846,655
3792,-193.72425247347846,655
3793,-193.72425247347843,655
3794,-193.72425247347843,655
3795,-193.72425247347846,655
3796,-193.89603999689695,656
3797,-194.12642425331708,657
3798,-194.12642425331705,657
3799,-194.71823405637969,658
3800,-194.71823405637969,658
3801,-194.71823405637969,658
3802,-194.71823405637969,658
3803,-194.7182340563797,658
3804,-194.7182340563797,658
3805,-194.7182340563797,658
3806,-194.7182340563797,658
3807,-194.7182340563797,658
3808,-194.7182340563797,658
3809,-194.9530515056203,659
3810,-194.9530515056203,659
3811,-194.95305150562027,659
3812,-194.95305150562027,659
3813,-195.30027137932512,660
3814,-195.64076675414702,661
3815,-195.64076675414702,661
3816,-195.64076675414702,661
3817,-195.640766754147,661
3818,-195.640766754147,661
3819,-195.64076675414702,661
3820,-195.64076675414702,661
3821,-195.64076675414702,661
3822,-195.64076675414702,661
3823,-195.9915440844669,662
3824,-195.9915440844669,662
3825,-195.9915440844669,662
3826,-195.9915440844669,662
3827,-195.9915440844669,662
3828,-195.9915440844669,662
3829,-195.9915440844669,662
3830,-196.5175406689715,663
3831,-196.5175406689715,663
3832,-196.5175406689715,663
3833,-196.5175406689715,663
3834,-196.5175406689715,663
3835,-196.5175406689715,663
3836,-196.5175406689715,663
3837,-196.5175406689715,663
3838,-196.5175406689715,663
3839,-196.5175406689715,663
3840,-196.5175406689715,663
3841,-196.5175406689715,663
3842,-196.71223455859612,664
3843,-196.71223455859612,664
3844,-197.1296909745429,665
3845,-197.1296909745429,665
3846,-197.1296909745429,665
3847,-197.1296909745429,665
3848,-197.1296909745429,665
3849,-197.1296909745429,665
3850,-197.1296909745429,665
3851,-197.4701863493648,666
3852,-197.7197099459932,667
3853,-197.92667392820815,668
3854,-197.92667392820815,668
3855,-197.92667392820815,668
3856,-197.92667392820815,668
3857,-197.92667392820815,668
3858,-197.92667392820815,668
3859,-197.92667392820815,668
3860,-197.92667392820815,668
3861,-198.40904989024406,669
3862,-198.40904989024406,669
3863,-198.40904989024406,669
3864,-198.40904989024406,669
3865,-198.40904989024406,669
3866,-198.55031861320143,670
3867,-198.55031861320143,670
3868,-198.55031861320143,670
3869,-198.55031861320143,670
3870,-198.5503186132014,670
3871,-198.5503186132014,670
3872,-198.5503186132014,670
3873,-198.5503186132014,670
3874,-198.5503186132014,670
3875,-198.5503186132014,670
3876,-198.5503186132014,670
3877,-198.55031861320143,670
3878,-198.55031861320143,670
3879,-198.55031861320143,670
3880,-198.55031861320143,670
3881,-198.78672412058086,671
3882,-198.78672412058089,671
3883,-198.78672412058089,671
3884,-198.78672412058089,671
3885,-198.78672412058089,671
3886,-198.78672412058089,671
3887,-198.78672412058089,671
3888,-198.78672412058086,671
3889,-198.78672412058086,671
3890,-198.78672412058086,671
3891,-198.966289128611,672
3892,-198.966289128611,672
3893,-198.96628912861104,672
3894,-198.96628912861104,672
3895,-198.96628912861104,672
3896,-198.96628912861104,672
3897,-199.2353255394605,673
3898,-199.2353255394605,673
3899,-199.2353255394605,673
3900,-199.96657987493364,674
3901,-199.96657987493364,674
3902,-199.96657987493364,674
3903,-199.96657987493364,674
3904,-200.1151002612855,675
3905,-200.1151002612855,675
3906,-200.38413667213496,676
3907,-200.38413667213496,676
3908,-200.38413667213496,676
3909,-200.38413667213496,676
3910,-200.38413667213496,676
3911,-200.38413667213496,676
3912,-200.38413667213496,676
3913,-200.38413667213496,676
3914,-200.38413667213496,676
3915,-200.61105144076677,677
3916,-200.61105144076677,677
3917,-200.61105144076677,677
3918,-200.61105144076677,677
3919,-200.7294620256507,678
3920,-200.7294620256507,678
3921,-200.7294620256507,678
3922,-200.7294620256507,678
3923,-200.7294620256507,678
3924,-200.7294620256507,678
3925,-200.7294620256507,678
3926,-200.7294620256507,678
3927,-200.7294620256507,678
3928,-200.7294620256507,678
3929,-200.7294620256507,678
3930,-200.7294620256507,678
3931,-200.72946202565066,678
3932,-201.06468034337246,679
3933,-201.29981520255058,680
3934,-201.5021602389098,681
3935,-201.5021602389098,681
3936,-201.50216023890977,681
3937,-201.50216023890977,681
3938,-201.50216023890977,681
3939,-201.5021602389098,681
3940,-201.5021602389098,681
3941,-201.5021602389098,681
3942,-201.5021602389098,681
3943,-201.68413053974092,682
3944,-201.68413053974092,682
3945,-201.68413053974092,682
3946,-201.68413053974092,682
3947,-201.68413053974092,682
3948,-201.68413053974092,682
3949,-201.68413053974092,682
3950,-201.68413053974092,682
3951,-201.68413053974092,682
3952,-201.68413053974092,682
3953,-201.68413053974092,682
3954,-201.93623395076335,683
3955,-201.93623395076335,683
3956,-202.19546636151745,684
3957,-202.19546636151742,684
3958,-202.19546636151742,684
3959,-202.19546636151742,684
3960,-202.19546636151742,684
3961,-202.19546636151742,684
3962,-202.1954663615174,684
3963,-202.1954663615174,684
3964,-202.1954663615174,684
3965,-202.44983258262096,685
3966,-202.44983258262096,685
3967,-202.44983258262096,685
3968,-202.44983258262096,685
3969,-202.44983258262096,685
3970,-202.753960313277,686
3971,-202.753960313277,686
3972,-202.753960313277,686
3973,-202.753960313277,686
3974,-202.97961642850177,687
3975,-202.97961642850177,687
3976,-202.97961642850177,687
3977,-202.97961642850177,687
3978,-203.51843370143322,688
3979,-203.51843370143322,688
3980,-203.51843370143322,688
3981,-203.51843370143325,688
3982,-203.51843370143325,688
3983,-203.51843370143325,688
3984,-203.51843370143325,688
3985,-203.51843370143325,688
3986,-204.13086279169488,689
3987,-204.13086279169485,689
3988,-204.26636780993613,690
3989,-204.26636780993613,690
3990,-204.26636780993613,690
3991,-204.26636780993616,690
3992,-204.26636780993616,690
3993,-204.26636780993613,690
3994,-204.26636780993613,690
3995,-204.65565334892042,691
3996,-204.65565334892042,691
3997,-204.90164053292622,692
3998,-204.9016405329262,692
3999,-204.9016405329262,692
4000,-204.90164053292617,692
4001,-204.90164053292617,692
4002,-204.90164053292617,692
4003,-204.90164053292617,692
4004,-204.9016405329262,692
4005,-204.9016405329262,692
4006,-205.0948111930105,693
4007,-205.28798185309478,694
4008,-205.28798185309478,694
4009,-205.28798185309475,694
4010,-205.28798185309475,694
4011,-205.28798185309478,694
4012,-205.50893207728274,695
4013,-205.7746897966709,696
4014,-205.7746897966709,696
4015,-205.77468979667088,696
4016,-205.77468979667094,696
4017,-205.77468979667094,696
4018,-206.40817229612645,697
4019,-206.40817229612645,697
4020,-206.40817229612645,697
4021,-206.40817229612645,697
4022,-206.50783320623674,698
4023,-206.50783320623674,698
4024,-206.50783320623674,698
4025,-206.50783320623674,698
4026,-206.79175822957797,699
4027,-206.79175822957797,699
4028,-206.79175822957797,699
4029,-206.9514028524244,700
4030,-207.29897790283334,701
4031,-207.29897790283331,701
4032,-207.2989779028333,701
4033,-207.2989779028333,701
4034,-207.2989779028333,701
4035,-207.2989779028333,701
4036,-207.2989779028333,701
4037,-207.2989779028333,701
4038,-207.2989779028333,701
4039,-207.29897790283331,701
4040,-207.29897790283331,701
4041,-207.29897790283334,701
4042,-207.29897790283334,701
4043,-207.29897790283331,701
4044,-207.29897790283331,701
4045,-207.6994367424141,702
4046,-207.6994367424141,702
4047,-207.6994367424141,702
4048,-207.69943674241406,702
4049,-207.6994367424141,702
4050,-207.6994367424141,702
4051,-207.6994367424141,702
4052,-207.81361899118897,703
4053,-207.81361899118897,703
4054,-207.81361899118897,703
4055,-207.81361899118892,703
4056,-208.1075943503823,704
4057,-208.1075943503823,704
4058,-208.46409006654838,705
4059,-208.46409006654838,705
4060,-208.67105404876332,706
